"","boot","coef_t","coef_t2"
"1",1,0.0071818237348522,-0.000361456617174649
"2",2,0.0101530773076623,-0.000197688322767484
"3",3,0.0164407846212615,-0.000262739524609972
"4",4,0.0144519160042157,-0.000148904472185267
"5",5,0.00993868913842497,-0.000125231911996299
"6",6,0.0140723231896721,-0.000119016075912001
"7",7,0.0126472548135764,-4.93953930929918e-05
"8",8,0.0106973370492616,-0.000343518191327284
"9",9,0.00832872680289176,-0.000206230591954001
"10",10,0.00496861907134299,-0.000154714657519338
"11",11,0.00917132753909274,-0.00011740458283615
"12",12,0.012598798166835,-0.000337691492533718
"13",13,0.0154651681809325,-0.000309032584932609
"14",14,0.00658082624624684,3.66813474195602e-05
"15",15,0.00635160109258896,-0.000232001912371243
"16",16,0.0189449708193848,-0.000213836778750597
"17",17,0.0105524805558117,-0.000193460671909461
"18",18,0.00935518685933541,-0.000361472629309371
"19",19,0.010998625000363,-0.000109670983679683
"20",20,0.0064396790430954,6.43267487100719e-06
"21",21,0.0137552716451847,-0.000106186930880412
"22",22,0.0144300804531233,-0.000195451594695738
"23",23,0.00955610877309958,-9.46567283243399e-05
"24",24,0.0101101641195734,-8.05487578270845e-05
"25",25,0.00982426228258306,4.01895363331308e-05
"26",26,0.0108688332873064,3.59886104737903e-06
"27",27,0.0122490381858434,-1.81611149059259e-05
"28",28,0.0163343824200345,-5.98683503635166e-05
"29",29,0.0101221169136907,-0.000297162957481836
"30",30,0.00570771559676666,-0.00020253343680094
"31",31,0.00588462489923097,-1.57647360068178e-05
"32",32,0.00983942801938483,0.000128888185677439
"33",33,0.010973777388093,-0.000190083541021506
"34",34,0.00966958610923514,-0.00022304163593852
"35",35,0.0168266595344942,-0.000309149422210025
"36",36,-0.000730820986515634,-1.66713379138033e-05
"37",37,0.011949234278683,-0.00031120096963501
"38",38,0.0191899787785347,2.49600891135592e-05
"39",39,0.00576643206229086,-7.55992978639409e-05
"40",40,0.0116546010291247,-0.000241908174286797
"41",41,0.0100703549572318,-6.17257040090014e-06
"42",42,0.0164128780877202,-0.000233393070632457
"43",43,0.00344256099523368,-0.000162103623629525
"44",44,0.0133542503399392,0.00016064139217616
"45",45,0.0172219753815733,-0.00013826156179786
"46",46,0.00424382050700452,-0.000231110496870384
"47",47,0.0116947993286547,-0.000182289160186126
"48",48,0.018354599369324,-0.00026372479384152
"49",49,0.0195933967531372,-0.000293975195740787
"50",50,0.00758026450012807,-5.65579120744668e-06
"51",51,0.0103607257658366,-0.000261080014822361
"52",52,0.0102827344806271,-0.000145554784984238
"53",53,0.0103599193154317,-8.27299866694617e-05
"54",54,0.00829371454577731,2.38088305408512e-05
"55",55,0.0123448137972922,0.000263378228605682
"56",56,0.00923113277870398,-0.000248751887304638
"57",57,0.011447975016221,-0.000188720264863275
"58",58,0.00662608069621817,-3.16887092488914e-05
"59",59,0.00808972210682271,-0.000221309672193352
"60",60,0.000807575331485193,-0.000330820738875184
"61",61,0.0123366152458253,-0.000225221426696052
"62",62,0.008631353858785,0.000111202126268643
"63",63,0.0109574868623071,-8.886360783363e-05
"64",64,0.00384999724091762,-0.00024513516370873
"65",65,0.0104986099035827,-0.000219632334427887
"66",66,0.0124871314421431,-0.000221740309803844
"67",67,0.00889899655172238,3.62852337421136e-06
"68",68,0.0103060719331906,-0.000242822514188605
"69",69,0.0043733893735466,0.000118742957469346
"70",70,0.0026557555212492,-0.000115371943612234
"71",71,0.00948118602041249,-0.000278296621816688
"72",72,0.013449337823493,-7.58216289108616e-05
"73",73,0.0133937884145254,-0.00020459230373331
"74",74,0.0174811148874252,-0.000318915045058321
"75",75,0.0122784550450539,-0.000155994432793523
"76",76,0.0129941673942191,-0.000203183547311395
"77",77,0.00988174321438849,-0.000362744621046074
"78",78,0.00683745678981276,-1.35926817593603e-05
"79",79,0.0120328363853471,-0.000116008781524575
"80",80,0.0109594632425844,-4.80558563359686e-05
"81",81,0.00695638545026123,0.000144638887618233
"82",82,0.0112223501982775,-0.000201849439217561
"83",83,0.00656830518332019,7.90860867165717e-05
"84",84,0.00953336350513482,-4.3576908397073e-05
"85",85,0.0088826585700462,-4.73191489056038e-05
"86",86,0.00512215614391745,-0.000298638697108939
"87",87,0.00869189587954086,-0.000153540688472846
"88",88,0.0109569873240598,-0.000408856434951445
"89",89,0.00242150802829615,0.000143802430317111
"90",90,0.00915054344603363,-0.00023555791773228
"91",91,0.0124304435332662,-0.000191327289101963
"92",92,0.0185512680654333,-0.000122237240770511
"93",93,0.00317096098559008,9.97876590275788e-05
"94",94,0.0136379118311419,-9.21736410205594e-05
"95",95,0.0155622423790905,-0.000186989292127875
"96",96,0.014756320682613,-0.000159195581034799
"97",97,0.0150416138709376,-0.00031514003813018
"98",98,0.000389233768417296,-1.5017426419499e-05
"99",99,0.0147537929377069,-0.000301184082871683
"100",100,0.0104712705460621,1.55960655561995e-05
"101",101,0.0144207927201682,-0.000144071443954114
"102",102,0.0103327923618204,-0.000337715721918424
"103",103,0.0125142373167376,-0.000198253701087304
"104",104,0.0108296008509315,-0.000180447975997407
"105",105,0.00384969391695587,-8.94854396551212e-05
"106",106,0.00646391812083098,-9.00381352325219e-05
"107",107,0.0101164209034388,-9.9236200956495e-05
"108",108,0.00570213033719696,-0.000129801244387641
"109",109,0.0139885262547065,-8.33663052757947e-05
"110",110,0.0058944187355789,0.000208877683771047
"111",111,0.0132770119385866,-0.000336191480995683
"112",112,0.00885290572649815,-0.000211673791146739
"113",113,0.0180167024899288,-0.0001041110271523
"114",114,0.00374606952758782,2.47374814013743e-05
