"","boot","coef_main","coef_interact"
"1",1,0.00193903544915226,-0.000243788754803002
"2",2,-0.000284946884053727,3.69399589047945e-06
"3",3,-0.00259162464001054,0.000240966473789515
"4",4,0.000450751071419954,-0.000151039288105157
"5",5,0.00013302194806231,-2.76166784277967e-05
"6",6,0.000548283149073397,-9.8742764256786e-05
"7",7,0.000942887813139214,-0.000100223255149318
"8",8,-0.00209111369224155,0.000131464042648635
"9",9,0.00184522628505923,-0.000187911698007326
"10",10,0.000118813116103052,-3.84946437947919e-05
"11",11,0.00391602469421007,-0.000368059245731649
"12",12,0.00119679755044404,-1.52077681311169e-05
"13",13,-0.0001362576593732,-8.59372994712257e-05
"14",14,-0.000746404846242262,0.000117553128731032
"15",15,-0.000802644760260196,4.77644725435227e-05
"16",16,0.000179995056391614,-1.4345684524038e-05
"17",17,-0.0010478157142522,2.9803900492972e-05
"18",18,0.000592289912493284,-5.776909194532e-06
"19",19,-0.00127739504251505,0.000105387528493808
"20",20,0.00231264987837298,-3.77408250297141e-05
"21",21,0.000902214986532042,-9.57491902204084e-05
"22",22,-0.000238365717715301,-2.75797504227425e-05
"23",23,-0.000449481939400128,-3.42209860153084e-05
"24",24,0.00088219362125905,-9.59189375715253e-05
"25",25,0.0021762408489023,-0.000186046390944812
"26",26,-0.00260641323836818,0.000154918816574484
"27",27,-0.00191743931794212,0.000169053513501885
"28",28,-0.0034203024720883,0.000247084087277487
"29",29,-4.80379569180951e-05,-1.34589004505766e-05
"30",30,0.00198412097474876,-0.000121643998117205
"31",31,0.000570397650539503,-4.37735999551687e-05
"32",32,0.000229744823209763,0.000114937490893331
"33",33,-0.000853364499197903,9.28743782760704e-05
"34",34,0.000937774087040952,-6.10513636688991e-05
"35",35,0.00100355255124857,-0.00014892090745524
"36",36,-0.000811736715127783,2.0625454756987e-05
"37",37,0.00237027330608788,-0.000176676202184992
"38",38,0.000681184902334474,-9.38511519745977e-05
"39",39,0.000816074031090006,-0.000222949873149785
"40",40,-0.000963661442100663,0.000133707726024759
"41",41,-0.001328212927707,0.000206586995450881
"42",42,0.000971950571642982,-8.81346600203693e-05
"43",43,0.0019658842695507,-0.000150266325285872
"44",44,0.00247207794105206,-0.000246057864285662
"45",45,0.00068430053012529,-3.07137165047003e-05
"46",46,0.000322978692372413,-8.18717329891588e-06
"47",47,0.000371886107192079,-5.59500282074771e-05
"48",48,0.000283192610318314,-0.000126362602094602
"49",49,0.000283912905779677,1.1321188944693e-05
"50",50,0.000595621392566248,-1.35977928323973e-05
"51",51,0.000319285718218957,-2.89069035528397e-05
"52",52,0.000401496214144905,3.5959697255609e-05
"53",53,-0.00248698698218434,0.000241152405123692
"54",54,-0.00317861222237775,0.000351887588798121
"55",55,0.00053985210730651,-7.18324600370586e-05
"56",56,0.0023358452562834,-0.000183072012925506
"57",57,0.00233082128959112,-0.000177617682206007
"58",58,0.00139761726570749,-9.10369867655386e-05
"59",59,3.32351632626064e-05,5.52709406540001e-07
"60",60,0.00268990171025497,-0.00013153760637324
"61",61,0.00238127665054061,-0.000140857577408677
"62",62,-0.000650500459732528,3.16142163337384e-05
"63",63,9.4938149579839e-05,-3.60347183311879e-05
"64",64,0.00106940574257622,-0.000196720953473569
"65",65,0.00149723739494162,-7.3520382679272e-05
"66",66,0.00134643790687157,-0.000167940819753352
"67",67,-0.00160107939565599,0.000131699484290022
"68",68,-0.00149561856249074,0.000189589841393673
"69",69,0.00165103045655945,-0.000163885778225981
"70",70,-0.00127613748681832,6.24451671439832e-05
"71",71,-0.00275019647857492,0.000226889958238909
"72",72,0.000233084089719567,-0.000113268435205194
"73",73,0.000481770600755384,-8.14248267607851e-05
"74",74,-0.000721760211011171,-1.82186629890216e-05
"75",75,0.00188879183788484,-0.000222789466109539
"76",76,0.00186146636412396,-0.000162952327637821
"77",77,0.0008739499742445,-3.4803747583997e-05
"78",78,0.000277165989711093,2.25011874700132e-05
"79",79,0.000521817134307505,-3.39778871060301e-05
"80",80,-0.000343900465225951,0.000114917866972402
"81",81,0.00174770763782777,-0.000268554505311947
"82",82,0.00113630681003325,3.60400499794495e-05
"83",83,0.0020246356231265,-0.000161789478383448
"84",84,0.00430152081044445,-0.000319820465167271
"85",85,-0.000464512255274325,8.31406182315909e-05
"86",86,0.00113539510442321,-0.000108412861702704
"87",87,0.00175027801621198,-0.000167965043018905
"88",88,0.00125763112089646,-0.000147672072856796
"89",89,-0.00142661110838184,1.28486282047787e-05
"90",90,0.00109908041199296,-4.94284863412771e-05
"91",91,-0.00106255986458626,5.61823037556526e-05
"92",92,0.00343381203018791,-0.000279305906158679
"93",93,-0.00042579893411988,0.000153831034290606
"94",94,0.000777076093525824,-0.00010807913630435
"95",95,0.00105416698664911,-6.07304146574222e-05
"96",96,-0.000884255286914233,9.96508731036476e-07
"97",97,-0.000966784543912117,6.68037114688653e-05
"98",98,0.00117072022196036,-0.000173258293135681
"99",99,0.00103906969394472,-0.000139596731437989
"100",100,0.00125255914911121,-4.98799533768439e-05
"101",101,0.0025833717858166,-0.000185668416382201
"102",102,0.00112502970487206,-7.45888752735987e-05
"103",103,-0.000449025118669148,3.20758295376969e-05
"104",104,7.59080743795291e-05,-2.29305383985472e-05
"105",105,-0.000193492739216271,6.52136991852026e-06
"106",106,0.000270051962991177,4.05728768980122e-05
"107",107,-0.000613280025921174,0.00010811956691323
"108",108,-0.000572899766958231,4.56559910536598e-05
"109",109,0.000963122416885346,-0.000173851663274669
"110",110,-0.000407711171207256,0.000125086156146349
"111",111,0.00222845195324401,-0.000108744746208348
