"","boot","coef_main","coef_interact","aic","adj_r2"
"1",1,0.00700466309397874,-0.000407673258593237,-9266.29304361039,0.198581212799423
"2",2,0.00849575477464232,-0.000517027390554267,-10990.981987574,0.180005644407437
"3",3,0.00796370584838705,-0.000565214597568249,-17483.6705612707,0.194665178997879
"4",4,0.00998073416666124,-0.000716337847006835,-13118.9073401557,0.189370076305701
"5",5,0.00865841491816812,-0.000511026685611643,-9421.66598513341,0.179278967175677
"6",6,0.00878599596917852,-0.000604431644094554,-12429.8285826537,0.167259527279959
"7",7,0.00993471370616436,-0.000655280623020027,-12675.500220241,0.183124563874806
"8",8,0.00650512973449587,-0.000462707706129755,-11958.9736281921,0.175587672395969
"9",9,0.00825256331602055,-0.000437626155359597,-17865.5708254209,0.197551802401453
"10",10,0.00699068845237436,-0.000292790830128364,-16348.2778731629,0.174903388411969
"11",11,0.00737807603435684,-0.000449032253588014,-15725.4493064112,0.184318222200733
"12",12,0.00758935383908949,-0.000490236624609238,-16953.5563706339,0.206527206417538
"13",13,0.0102070802403283,-0.000642999125102179,-8154.58621153123,0.153278310593002
"14",14,0.00939419388414209,-0.000595860771030861,-11647.1929111068,0.178782552547967
"15",15,0.00703402685235805,-0.000328120330308978,-18918.5102860458,0.202653284449532
"16",16,0.00998228913334892,-0.000800828054539886,-10707.5185949354,0.185788129453482
"17",17,0.00803812382574674,-0.000584467386630924,-12719.0910868302,0.185579146197105
"18",18,0.00700973718852714,-0.000412304424949756,-18041.5290036676,0.222177537671619
"19",19,0.00764886035908877,-0.000498877456959103,-10122.7441438675,0.158438295290294
"20",20,0.00827642084095603,-0.000552512718266862,-11029.7228822894,0.17668210605768
"21",21,0.0092358840160477,-0.000714104984418415,-8327.72957964352,0.149976005198527
"22",22,0.00963166691522604,-0.000671928258261574,-12161.7307409168,0.182265155663457
"23",23,0.0101756428094714,-0.000546145396729949,-7393.57547032127,0.158331861478029
"24",24,0.00783299725247362,-0.00049394406698164,-13963.2484239164,0.186121317254837
"25",25,0.0103107313562936,-0.00070672461308297,-9250.24830010158,0.154676184539815
"26",26,0.00771825339798903,-0.000526332934992419,-13934.9633870121,0.183687325701989
"27",27,0.00943381043864494,-0.00063689446321613,-14005.7071409498,0.175584557821484
"28",28,0.0110520822027673,-0.000765682945953589,-18867.3317416395,0.210848088897424
"29",29,0.00665578071013517,-0.000373745999888952,-17268.8763926453,0.197081223662819
"30",30,0.00938552363495406,-0.000637805560388286,-10054.5701446069,0.154725221821875
"31",31,0.00760240939100253,-0.00048074329028891,-18412.5525678485,0.195030561919407
"32",32,0.0116026705932465,-0.000691156551475172,-20831.188457361,0.224158126511035
"33",33,0.00921899111972582,-0.000481804176041554,-18481.0911467394,0.197827033796043
"34",34,0.00793775535791276,-0.000486666624862554,-14681.2431599143,0.230634616948222
"35",35,0.00888433125582432,-0.000736458673577938,-12378.9676030736,0.172332422634383
"36",36,0.00442778527369657,-0.000179773196349033,-14341.4865748812,0.166053543025483
"37",37,0.00653558382873101,-0.000454522906320137,-13215.0408488399,0.166164019053261
"38",38,0.0123952946654403,-0.000907702340065842,-7540.36077643021,0.15504273042991
"39",39,0.00892791498723825,-0.000500845930531257,-14814.9607316744,0.205355358474383
"40",40,0.00740472648914454,-0.000576361986037575,-12096.0442611302,0.179213678820983
"41",41,0.00864590491576402,-0.000558995495628083,-12236.9882052701,0.176108727553483
"42",42,0.00932367293985038,-0.000648853362398139,-12398.1384289485,0.167865912516898
"43",43,0.00717967509580014,-0.000382981647984709,-14873.191584958,0.179484756360881
"44",44,0.0114697556797619,-0.000804329233215615,-18470.6878930232,0.198729687767876
"45",45,0.00952255876890442,-0.00081763757237548,-12264.8729269824,0.169471959369086
"46",46,0.00794912267640231,-0.00035935325547531,-13220.6722714597,0.186209708936912
"47",47,0.00691612099745287,-0.000404454835832714,-15123.4630522201,0.17892583534222
"48",48,0.0105105505543535,-0.000756427016198763,-11744.0972337927,0.163619423277068
"49",49,0.00875890304858267,-0.000689174682365624,-10729.9527963633,0.157824490465273
"50",50,0.00668867527514351,-0.000340110428408603,-10067.5043864814,0.144932277999688
"51",51,0.00919134825719797,-0.000595017690894936,-5579.89197025222,0.162263813261554
"52",52,0.00836273292864504,-0.00054009880458642,-14190.6623298459,0.185754700258565
"53",53,0.00912227966287732,-0.000524834145833333,-19157.2187123633,0.200949898931569
"54",54,0.00857201608669085,-0.000492484367929918,-12260.4312881869,0.167129037397388
