"","boot","coef_main","coef_interact","aic","adj_r2"
"264",264,0.00864887505879827,-0.000649488926943168,-17751.5926701697,0.190304259377436
"265",265,0.0069335812186107,-0.000524103603059317,-19338.0473412393,0.187942915345564
"266",266,0.00640235477022175,-0.000348260598169408,-18975.9046041954,0.20682362887665
"267",267,0.0105567442329492,-0.000835035796429742,-9341.87840374924,0.157917194060623
"268",268,0.00616651443899438,-0.00049145384097678,-16726.1525745366,0.193368034935191
"269",269,0.00907232731433641,-0.000607614959466406,-6812.13642636615,0.169844849610463
"270",270,0.00896688660778728,-0.00071704411204585,-11786.2257368633,0.172855265907475
"271",271,0.00798301195372121,-0.000495749186619797,-11451.1316288344,0.164146645420889
"272",272,0.0055546557720674,-0.000487612817323062,-16579.9524245698,0.172207101870237
"273",273,0.0122589951942382,-0.000923231372192531,-14835.4517657827,0.176362706909668
"274",274,0.00850910251490356,-0.000644046745507836,-10150.4951092503,0.153634469678463
"275",275,0.00968810300009211,-0.000801013548455846,-7991.72246507009,0.179843065911665
"276",276,0.00712366685853232,-0.000569334299357752,-14583.0581591419,0.179548061606866
"277",277,0.00790191927063759,-0.000500077553257116,-11889.5103819864,0.1761589495292
"278",278,0.010414394942157,-0.000726276443821047,-11312.0379317279,0.179529331733343
"279",279,0.00700825972770086,-0.000497709700033601,-16322.5304535966,0.20468814600234
"280",280,0.00884691225898805,-0.000631577029601916,-13763.6087581834,0.183562947647811
"281",281,0.00782180541500854,-0.000563076894348069,-20473.6242229725,0.222135225002519
"282",282,0.00903583650339481,-0.00078153861676729,-3803.00467696955,0.12774083377383
"283",283,0.0102800092541011,-0.000703888006064083,-14191.9301607715,0.170745863105979
"284",284,0.00630890919381624,-0.000365771086366579,-17499.9116583925,0.227721927798465
"285",285,0.00840481865726882,-0.000608066129383671,-16145.2147031375,0.199329215204516
"286",286,0.00976241492448968,-0.000618600012218754,-13521.1546400942,0.195680754701286
"287",287,0.00904876220965188,-0.000597733123057298,-11510.6217732836,0.158224550896258
"288",288,0.00949929617195902,-0.000649939215468892,-16822.2571902629,0.190881173016356
"289",289,0.00841616204425015,-0.000683851376579644,-8312.73100112203,0.161755318146967
"290",290,0.0123814959534802,-0.000892451264284538,-10290.2428305749,0.154984352534004
"291",291,0.00897656195360895,-0.000622849807760078,-12283.8546731068,0.171946447228765
"292",292,0.00829522989825709,-0.000669660827169394,-5423.98257302615,0.140608790507594
"293",293,0.00594430929669922,-0.000447088757905209,-19114.0100913605,0.213543059409724
"294",294,0.0092689041752088,-0.000671323865373654,-16298.2244187186,0.222037841173328
"295",295,0.00748678776395939,-0.000457931006173297,-12165.4537263162,0.172405892499951
"296",296,0.00846709552793098,-0.000666415643044713,-18006.8202374681,0.195282817175113
"297",297,0.00854231727723692,-0.000626582463031344,-7974.75021101529,0.153501038960148
"298",298,0.00819164119900657,-0.000644226728072892,-15581.2643813556,0.184395354740555
"299",299,0.0111232821263404,-0.000895151884156468,-9583.0304776007,0.158153606594493
"300",300,0.0067170178462957,-0.000405714964393125,-14959.3096856091,0.178396042357974
"301",301,0.00619217230462818,-0.000441634534984141,-16224.4176187502,0.184048339174617
"302",302,0.00754680795175396,-0.000506182259120783,-7490.90401500726,0.146463872136835
"303",303,0.00775036425159618,-0.000506114031043479,-14293.1686293545,0.174766318489073
"304",304,0.00638164777032627,-0.000466044560291064,-11559.1129442207,0.180809449220296
"305",305,0.0104498431488705,-0.000852835229638575,-10133.1623015646,0.17075053689399
"306",306,0.00926204436635856,-0.000681123780127854,-15321.3989943006,0.196082472152392
"307",307,0.00852991059447783,-0.000620987943166695,-16258.4671899144,0.189329444634162
"308",308,0.00738031711833882,-0.000457644776143388,-19651.5818184597,0.221066099718065
"309",309,0.00592401974332805,-0.000326621321659853,-12203.3292619542,0.18501433744504
"310",310,0.00879697337452759,-0.000568421559057721,-19936.6141094142,0.204887664648322
"311",311,0.0124094609535905,-0.000891849383746801,-10307.6966497802,0.158083260839893
"312",312,0.00911213690601892,-0.000613081443620062,-8595.29463302471,0.147770340208845
"313",313,0.00745998862732467,-0.000484261200156192,-19437.4737472869,0.214138843241326
"314",314,0.00794639381446026,-0.000572754649340928,-7807.7673463164,0.145208243191504
"315",315,0.0126768360941737,-0.000869045971048203,-10588.8566035542,0.174044282175558
"316",316,0.00871183468110935,-0.000613997021240372,-19344.9669352909,0.22185644144872
"317",317,0.0102456868471299,-0.000847274847590396,-12990.1095909875,0.187938824222463
"318",318,0.0106924503086877,-0.000922350717049822,-12060.0499425489,0.159048764283656
"319",319,0.00718248415026638,-0.000588198749950177,-19733.6787929802,0.229679762926269
"320",320,0.0112233855071224,-0.000853724871844053,-3846.93789275614,0.140604750183604
"321",321,0.00770520636326086,-0.000542776981931195,-21331.4908245457,0.233130171469231
"322",322,0.0101601950319267,-0.000864255761418364,-7910.99884153849,0.151478012831118
"323",323,0.00804276240683273,-0.000598625967313457,-18434.1016818515,0.229163911234386
"324",324,0.00683457903287411,-0.000625668972548495,-13711.0174742718,0.17715482885959
"325",325,0.00873919413370221,-0.000634524442745259,-15303.2950273711,0.193356482499852
"326",326,0.00948214950719173,-0.000685458777424489,-12291.878399091,0.189408703839008
"327",327,0.00889816941827439,-0.000580627725296763,-18839.3546564886,0.205194419430678
"328",328,0.0076740043800516,-0.00055609311217492,-17471.9655265052,0.180766940026458
"329",329,0.00982929813913946,-0.000657822869012087,-17099.6219855996,0.217331698886031
"330",330,0.00887357511675649,-0.00069937319694833,-16912.3607376515,0.193384405088265
"331",331,0.00793864830687143,-0.000542487647500099,-16498.3208448432,0.22248179860654
"332",332,0.00933001618091403,-0.000720842615190071,-11471.932635983,0.16832458893849
"333",333,0.00817976999939391,-0.000528433218098388,-21157.6897923458,0.238540648076209
"334",334,0.0105195643640847,-0.000768171608670241,-12431.4244082495,0.166604793766622
"335",335,0.0083115635598131,-0.000713812353122536,-18121.7477890487,0.206357232243829
"336",336,0.00782544802070547,-0.000482913412837735,-19027.4004958264,0.196795380956483
"337",337,0.0076896369583785,-0.000545116895570072,-18588.8864345293,0.228028512945689
"338",338,0.00665587779700006,-0.0004155070286186,-12934.5729736283,0.213841785145762
