,region,time,iso,gdp_percapita_mean,gdp_percapita_std
14038,CUB.11_1,1994,CUB,2818.438133635562,1653.7557236179814
14039,CUB.11_1,1995,CUB,2904.402578530451,1870.290161542661
14040,CUB.11_1,1996,CUB,2369.37413322693,1570.1903995887076
14041,CUB.11_1,1997,CUB,2410.2268776960077,1525.0011162801422
14042,CUB.11_1,1998,CUB,2442.5595284000747,1505.0027276188537
14043,CUB.11_1,1999,CUB,2571.734725802378,1526.4957474339024
14044,CUB.11_1,2000,CUB,2629.5924976357715,1601.0690400931257
14045,CUB.11_1,2001,CUB,2735.3403093995603,1645.4006419842176
14046,CUB.11_1,2002,CUB,2842.2645275582977,1820.886525897788
14047,CUB.11_1,2003,CUB,2849.767489706652,1687.8976221807716
14048,CUB.11_1,2004,CUB,3102.3259956584534,1730.8903607020357
14049,CUB.11_1,2005,CUB,3272.954822603478,1909.0854568696254
14050,CUB.11_1,2006,CUB,3978.4219943127064,2293.16224437476
14051,CUB.11_1,2007,CUB,4225.573101658097,2550.9414508034633
14052,CUB.11_1,2008,CUB,4288.427743071679,2642.4944435132243
14053,CUB.11_1,2009,CUB,4556.583611385796,2731.3966426966244
14054,CUB.11_1,2010,CUB,4574.421992154895,2786.5103879215494
14055,CUB.11_1,2011,CUB,4900.876420174649,2983.5867891490348
14056,CUB.11_1,2012,CUB,4881.135938237578,2866.6500730526313
14057,CUB.11_1,2013,CUB,5077.781162538168,3077.751699699669
14058,CUB.12_1,1992,CUB,2318.338505597513,1422.6133723849175
14059,CUB.12_1,1993,CUB,2230.1497092007594,1330.593538586257
14060,CUB.12_1,1994,CUB,2857.6488907930784,1978.7713618671
14061,CUB.12_1,1995,CUB,3171.4225636861092,2020.090552105165
14062,CUB.12_1,1996,CUB,2427.4877090226346,1520.2732001401414
14063,CUB.12_1,1997,CUB,2425.192682132231,1521.5935570979482
14064,CUB.12_1,1998,CUB,2327.0501521227275,1448.1851261690701
14065,CUB.12_1,1999,CUB,2572.9616921130864,1611.4178851880536
14066,CUB.12_1,2000,CUB,2693.461098454777,1581.9999345116498
14067,CUB.12_1,2001,CUB,2825.2198966658552,1842.7562026063863
14068,CUB.12_1,2002,CUB,2848.5083010783455,1752.1084930990426
14069,CUB.12_1,2003,CUB,2955.5800586301348,1873.119921416145
14070,CUB.12_1,2004,CUB,3007.102184248656,1697.322996764361
