,region,time,iso,gdp_percapita_mean,gdp_percapita_std
79,AFG.13_1,2005,AFG,213.61491792034886,135.11161960995082
80,AFG.13_1,2006,AFG,230.1072680881453,152.3189300242934
81,AFG.13_1,2007,AFG,294.70907687103045,184.81147667201694
82,AFG.13_1,2008,AFG,289.3851335200601,180.90775836488194
83,AFG.13_1,2009,AFG,340.7453796677545,203.21512141944532
84,AFG.13_1,2010,AFG,417.8289394477974,254.8403514143577
85,AFG.13_1,2011,AFG,460.15124685071726,299.19084259033616
86,AFG.13_1,2012,AFG,486.23686691637215,300.9844636564771
87,AFG.13_1,2013,AFG,462.14938396564094,281.81945918377164
88,AFG.14_1,1992,AFG,,
89,AFG.14_1,1993,AFG,,
90,AFG.14_1,1994,AFG,,
91,AFG.14_1,1995,AFG,,
92,AFG.14_1,1996,AFG,,
