,id,time,luminosity
327,AFG.15_1,2011,0.09875907897533782
328,AFG.15_1,2012,0.14815431744654337
329,AFG.15_1,2013,0.1728322023471877
330,AFG.16_1,1992,0.0
331,AFG.16_1,1993,0.0
332,AFG.16_1,1994,0.0
333,AFG.16_1,1995,0.0
334,AFG.16_1,1996,0.0
335,AFG.16_1,1997,0.0
336,AFG.16_1,1998,0.0
337,AFG.16_1,1999,0.0
338,AFG.16_1,2000,0.0
339,AFG.16_1,2001,0.0
340,AFG.16_1,2002,1.499987447712269
341,AFG.16_1,2003,1.624987447712269
342,AFG.16_1,2004,5.749955135287281
343,AFG.16_1,2005,9.62505261042579
344,AFG.16_1,2006,13.24994071671328
345,AFG.16_1,2007,14.12499759613768
346,AFG.16_1,2008,14.250134056274614
347,AFG.16_1,2009,13.75007904284899
348,AFG.16_1,2010,15.500004805424682
349,AFG.16_1,2011,14.500104146849461
350,AFG.16_1,2012,15.75
351,AFG.16_1,2013,15.500034715424825
352,AFG.17_1,1992,0.0
353,AFG.17_1,1993,0.0
354,AFG.17_1,1994,0.0
355,AFG.17_1,1995,0.0
356,AFG.17_1,1996,0.0
357,AFG.17_1,1997,0.0
358,AFG.17_1,1998,0.0
359,AFG.17_1,1999,0.0
360,AFG.17_1,2000,0.0
361,AFG.17_1,2001,0.0
362,AFG.17_1,2002,0.0
363,AFG.17_1,2003,0.0
364,AFG.17_1,2004,0.24996501459858933
365,AFG.17_1,2005,0.0
366,AFG.17_1,2006,0.0
367,AFG.17_1,2007,0.0
368,AFG.17_1,2008,0.0
369,AFG.17_1,2009,0.0
370,AFG.17_1,2010,0.0
371,AFG.17_1,2011,0.0
372,AFG.17_1,2012,0.0
373,AFG.17_1,2013,0.0
374,AFG.18_1,1992,0.0
375,AFG.18_1,1993,0.0
376,AFG.18_1,1994,0.0
377,AFG.18_1,1995,0.0
378,AFG.18_1,1996,0.0
379,AFG.18_1,1997,0.0
380,AFG.18_1,1998,0.0
381,AFG.18_1,1999,0.0
382,AFG.18_1,2000,0.0
383,AFG.18_1,2001,0.0
384,AFG.18_1,2002,0.0
385,AFG.18_1,2003,0.0
386,AFG.18_1,2004,0.0
387,AFG.18_1,2005,0.0
388,AFG.18_1,2006,0.0
389,AFG.18_1,2007,0.0
390,AFG.18_1,2008,0.0
391,AFG.18_1,2009,0.0
392,AFG.18_1,2010,0.0
393,AFG.18_1,2011,0.0
394,AFG.18_1,2012,0.0
395,AFG.18_1,2013,0.0
396,AFG.19_1,1992,0.0
397,AFG.19_1,1993,0.0
398,AFG.19_1,1994,0.0
399,AFG.19_1,1995,0.0
400,AFG.19_1,1996,0.0
401,AFG.19_1,1997,0.0
402,AFG.19_1,1998,0.0
403,AFG.19_1,1999,0.0
404,AFG.19_1,2000,0.0
405,AFG.19_1,2001,0.0
406,AFG.19_1,2002,0.0
407,AFG.19_1,2003,0.0
408,AFG.19_1,2004,0.0
409,AFG.19_1,2005,0.0
410,AFG.19_1,2006,0.0
411,AFG.19_1,2007,0.0
